"","TCGA.A2.A0D0.01A","TCGA.A7.A0CE.01A","TCGA.A8.A07O.01A","TCGA.A8.A08H.01A","TCGA.AN.A0AL.01A","TCGA.AN.A0AR.01A","TCGA.AN.A0FJ.01A","TCGA.A2.A04P.01A","TCGA.A2.A04Q.01A","TCGA.A2.A04T.01A","TCGA.A2.A0CM.01A","TCGA.A2.A0D2.01A","TCGA.A8.A07C.01A","TCGA.A8.A07R.01A","TCGA.A8.A07U.01A","TCGA.A8.A08R.01A","TCGA.AN.A04D.01A","TCGA.AN.A0AT.01A","TCGA.AN.A0FL.01A","TCGA.AN.A0FX.01A","TCGA.AN.A0G0.01A","TCGA.AO.A0J4.01A","TCGA.AO.A0J6.01A","TCGA.AQ.A04J.01A","TCGA.B6.A0I2.01A","TCGA.B6.A0I6.01A","TCGA.B6.A0IJ.01A","TCGA.B6.A0IQ.01A","TCGA.BH.A0E6.01A","TCGA.BH.A0HL.01A","TCGA.A2.A04U.01A","TCGA.A7.A0DA.01A","TCGA.AO.A12F.01A","TCGA.AR.A0TS.01A","TCGA.AR.A0U1.01A","TCGA.BH.A0AV.01A","TCGA.BH.A0BG.01A","TCGA.BH.A0BL.01A","TCGA.BH.A0BL.11A","TCGA.BH.A0BW.01A","TCGA.BH.A0BW.11A","TCGA.BH.A0DL.01A","TCGA.BH.A0DL.11A","TCGA.C8.A12K.01A","TCGA.C8.A12V.01A","TCGA.C8.A131.01A","TCGA.C8.A134.01A","TCGA.D8.A142.01A","TCGA.D8.A143.01A","TCGA.D8.A147.01A","TCGA.E2.A14R.01A","TCGA.E2.A14X.01A","TCGA.E2.A159.01A","TCGA.AR.A1AH.01A","TCGA.BH.A18G.01A","TCGA.BH.A18K.01A","TCGA.BH.A18K.11A","TCGA.BH.A18Q.01A","TCGA.BH.A18Q.11A","TCGA.BH.A18V.01A","TCGA.BH.A18V.11A","TCGA.E2.A14Y.01A","TCGA.E2.A14Y.11A","TCGA.E2.A150.01A","TCGA.E2.A158.01A","TCGA.E2.A158.11A","TCGA.BH.A0B3.01A","TCGA.BH.A0B9.01A","TCGA.AO.A0JL.01A","TCGA.BH.A0E0.01A","TCGA.B6.A0RE.01A","TCGA.A2.A0SX.01A","TCGA.A2.A0ST.01A","TCGA.A2.A0T2.01A","TCGA.B6.A0RU.01A","TCGA.B6.A0RT.01A","TCGA.A1.A0SK.01A","TCGA.BH.A0HN.01A","TCGA.AR.A0TP.01A","TCGA.BH.A0RX.01A","TCGA.A1.A0SO.01A","TCGA.A2.A0T0.01A","TCGA.AO.A124.01A","TCGA.AO.A128.01A","TCGA.AO.A129.01A","TCGA.A7.A0CE.11A","TCGA.BH.A0B3.11B","TCGA.BH.A0E0.11A","TCGA.AR.A0U4.01A","TCGA.A2.A0YJ.01A","TCGA.B6.A0X1.01A","TCGA.A2.A0YM.01A","TCGA.BH.A0WA.01A","TCGA.AR.A0U0.01A","TCGA.A2.A0YE.01A","TCGA.AN.A0XU.01A","TCGA.AR.A0TU.01A","TCGA.B6.A0WX.01A","TCGA.E2.A1B5.11A","TCGA.AR.A1AQ.01A","TCGA.A7.A13E.01A","TCGA.A7.A13E.11A","TCGA.AR.A1AJ.01A","TCGA.E2.A1B5.01A","TCGA.A7.A13D.01A","TCGA.E2.A1AZ.01A","TCGA.AR.A1AI.01A","TCGA.AR.A1AY.01A","TCGA.BH.A1F0.11B","TCGA.AR.A1AR.01A","TCGA.E2.A14N.01A","TCGA.BH.A1F0.01A"
"cg08030082",0.598600921,0.574588635,0.391556103,0.607246625,0.342485287,0.343472987,0.34918283,0.444365976,0.583088131,0.480787449,0.464667641,0.55115349,0.393365259,0.436221644,0.565559672,0.650446872,0.211438214,0.458495386,0.272524072,0.622605746,0.359729538,0.420584892,0.805956378,0.487885463,0.523495924,0.35681544,0.616685505,0.474074349,0.667974255,0.890140576,0.235102885,0.733481584,0.131476522,0.589429866,0.731791005,0.702860681,0.669487775,0.406738461,0.501409824,0.707091406,0.554509845,0.392315115,0.524700971,0.474417089,0.562774908,0.341763963,0.062015504,0.376836077,0.286878747,0.381148494,0.340064062,0.545949432,0.587883175,0.330081625,0.768323755,0.535343223,0.463401454,0.287232758,0.515720514,0.31077214,0.449051343,0.648845167,0.472315724,0.433837497,0.152613059,0.390543281,0.656322079464274,0.502925372655701,0.574645317249041,0.423789208304938,0.710842210774634,0.498829512168358,0.601633867122533,0.633109680206602,0.475381181990037,0.651898203538952,0.205557485343733,0.267402338424475,0.546147079201467,0.574655631501339,0.464239512523142,0.579703905917664,0.342765633441522,0.653870725940257,0.552682054062006,0.566304738227795,0.622321330360334,0.579367636433045,0.421897571004315,0.375643346885909,0.659670442644258,0.356471739418878,0.429435516214562,0.713201823232632,0.450060077820307,0.402610093887648,0.533472495576113,0.453507955876621,0.481707310861247,0.453161590183661,0.223211842599859,0.461074552981501,0.518550852264097,0.70601413173825,0.362168195325775,0.421881053183518,0.43453606247631,0.601031894765031,0.497958643393844,0.414823662663194,0.542435143087201,0.521546731806774
"cg08047457",0.399252062,0.03212256,0.048468238,0.393332367,0.039631669,0.791071036,0.050822787,0.181006021,0.126419459,0.132871917,0.101016353,0.067938433,0.074454713,0.391150394,0.05823955,0.671150871,0.058797067,0.073383242,0.06437813,0.633576864,0.215301016,0.038126024,0.674872459,0.121469049,0.039416664,0.057098571,0.087807368,0.077681661,0.170398513,0.84728182,0.079605352,0.231549121,0.827676364,0.284867516,0.289036327,0.472052263,0.022035915,0.115062389,0.115901827,0.02351614,0.074108053,0.027448569,0.146699429,0.050884576,0.069546555,0.58934592,0.515594811,0.634038872,0.781698021,0.022465985,0.019291316,0.619491155,0.024828845,0.683203125,0.343974921,0.538600506,0.160670501,0.035266426,0.201873118,0.030764236,0.099796648,0.70064371,0.111470254,0.041176471,0.02059712,0.019187438,0.0299326992772458,0.0500999738055612,0.806909464389551,0.678975750826447,0.604240968386757,0.0256394721498449,0.0404697169637893,0.471415687413681,0.439088143149591,0.0292604387499776,0.198141479761793,0.811312526967573,0.0250461364903447,0.372340150238057,0.80481172601566,0.0459687902577048,0.0291450938511523,0.0259146773313155,0.025695443249411,0.38702036881038,0.468936351259268,0.399177239377683,0.0303658285397489,0.0208084199153187,0.0309587944186454,0.029518602426328,0.0487014159997254,0.587360440435383,0.0653145371308536,0.0310392348167506,0.483895503016164,0.105172361815482,0.146814575069698,0.0442837430199063,0.629383410841468,0.280051915740417,0.0329337345269495,0.431848952713734,0.582431507725366,0.0783474224695969,0.0338023500111419,0.0444955709806065,0.159548901252882,0.0270517808676034,0.106215590536614,0.0210036260073042
"cg08077673",0.557336375,0.893904849,0.702697771,0.307892531,0.787657822,0.633232231,0.69528098,0.790111071,0.277694754,0.767555856,0.727675538,0.644833973,0.825548802,0.228147461,0.334460628,0.606894701,0.121791371,0.640174716,0.927191495,0.785196823,0.557497289,0.755392412,0.625982273,0.679813607,0.205487761,0.846984498,0.716337424,0.644079674,0.751113842,0.702014046,0.901154118,0.265249873,0.924907697,0.323362289,0.645786532,0.569801014,0.339528155,0.25985176,0.28590033,0.510722611,0.301923678,0.147699758,0.364936954,0.149829078,0.333921513,0.118731563,0.964573269,0.786321388,0.16716602,0.392714855,0.511897074,0.449016224,0.228646223,0.809427292,0.798188066,0.15814174,0.249321091,0.509803922,0.31608013,0.585337181,0.42594447,0.083112347,0.228193511,0.401111699,0.893068504,0.36954062,0.771887825223123,0.684427457799748,0.718736575055271,0.768404893457943,0.848331434693238,0.712960701998706,0.44445965346176,0.658072608948344,0.731956139452936,0.474498253319514,0.953629620009624,0.0873376729874258,0.752679027640671,0.560215954837355,0.772975625758286,0.795786598545327,0.925433187545317,0.644761904771233,0.647132874387313,0.561761962424343,0.510993064302659,0.527902775675202,0.358135197144626,0.88272563168395,0.44284951327295,0.788218856751585,0.838580389488023,0.168663633196245,0.857069043811427,0.537537205316566,0.793969256174863,0.688891331960285,0.334385444237443,0.463290004017456,0.921843248626586,0.354304763818853,0.498109025446296,0.271129208323451,0.697961975746384,0.224860379337893,0.501910108065121,0.859832233587085,0.430856021935076,0.683365144496365,0.585507690076142,0.575184203824663
"cg08097882",0.072879614,0.047314578,0.083282227,0.294164819,0.040930115,0.059711883,0.058521561,0.070693164,0.41142738,0.064195144,0.550114355,0.079473406,0.089129338,0.057569857,0.077919102,0.081776142,0.07086999,0.088100492,0.031749049,0.11754106,0.081267013,0.050771286,0.644497311,0.060922228,0.066968806,0.071582003,0.077775863,0.103766807,0.104461231,0.894022432,0.044410625,0.043863349,0.054614446,0.10231825,0.093745842,0.04368932,0.059856065,0.083887683,0.036630795,0.040524345,0.065991144,0.052226604,0.055836471,0.117137911,0.042919201,0.540389972,0.055584326,0.082749062,0.05937334,0.045417432,0.035064835,0.044878356,0.078667436,0.077459451,0.082736675,0.247473518,0.08432128,0.063159736,0.074942978,0.05732813,0.046728972,0.755051161,0.045057162,0.071903544,0.043570037,0.041050903,0.0517283753842052,0.0519087228720993,0.056555115999909,0.0418101638568198,0.0306023789339861,0.0700012577166605,0.137746798817445,0.044522660211893,0.0418333492619913,0.0889385456496764,0.0270698658917411,0.855141286266972,0.0489876302393972,0.0980445265035711,0.0310465379791903,0.0409144143579108,0.0442837341209332,0.0655822508867091,0.0465433245426542,0.131428750623971,0.106559732332428,0.0580434349320833,0.502394534659068,0.0323697061658272,0.0539343309967545,0.0472526035306678,0.0475006550422188,0.0627640091589912,0.0459711991528,0.0549720670715763,0.0433895572585285,0.060160814152074,0.0593513266966882,0.0606362840084376,0.0504692923357394,0.0657079960321016,0.12333518050818,0.362412181554987,0.0411187010675834,0.0690307071769392,0.121662224963285,0.0531434229043877,0.13452594151999,0.506432966058969,0.385235661772846,0.119288502359324
"cg08209133",0.145606788,0.23762425,0.140883978,0.359433366,0.439041761,0.101827425,0.118698803,0.161605859,0.568163695,0.159104907,0.170819261,0.17597326,0.194176312,0.165528491,0.308066303,0.259738416,0.11894548,0.191161265,0.11396844,0.256870678,0.202572762,0.168888998,0.660388199,0.224954952,0.224873898,0.142494687,0.222589838,0.270288789,0.576025037,0.677596134,0.202210326,0.16198162,0.345770436,0.225583906,0.194964841,0.169537956,0.146868469,0.165649084,0.172974414,0.171917071,0.256495828,0.169900903,0.207870241,0.196081951,0.248016089,0.536072098,0.031653811,0.179215389,0.198207435,0.160312442,0.151682919,0.232177675,0.18278726,0.682235318,0.277887962,0.351425439,0.198575499,0.150545325,0.269040045,0.181438217,0.200724623,0.230501153,0.178434282,0.160863295,0.159849108,0.191501976,0.157522326146675,0.188661444525395,0.396430357717142,0.16863586385435,0.137141393967416,0.162975672946547,0.23823515410975,0.138656039289391,0.114040811795892,0.207851205519834,0.512631871453045,0.611515129786531,0.108348277292422,0.233677621362578,0.233102551292276,0.131923449136627,0.102995614925057,0.42917001382183,0.143205240737992,0.233048121492379,0.167711912635979,0.137607651159531,0.270765931522002,0.0889126336082341,0.140473577060586,0.198152316458978,0.116335469933998,0.146254028855175,0.118096955934309,0.116055854887947,0.478038962494321,0.189868647158036,0.128187546021181,0.244671881334849,0.0974944318149871,0.127003588146694,0.211439265932038,0.233944896619601,0.123255377524633,0.162713482240466,0.221641275323923,0.171363099032004,0.193797679804161,0.119367263634911,0.128810150630513,0.225286947757828
"cg08244028",0.345697628,0.566864118,0.455371459,0.698844723,0.323947615,0.269238849,0.418963518,0.338762463,0.572642655,0.379709005,0.401767834,0.434252485,0.407057341,0.311854056,0.536874451,0.530189985,0.27054709,0.479107402,0.180061641,0.432800062,0.370570769,0.425766094,0.51211781,0.532028287,0.69166347,0.416655738,0.478332645,0.395110516,0.471857095,0.759520795,0.297455471,0.465410364,0.35154707,0.64961263,0.477177221,0.513835771,0.38261576,0.666046112,0.549553293,0.626126126,0.577418168,0.460675983,0.655694669,0.41212392,0.557850546,0.643407235,0.303733602,0.433654317,0.644950125,0.307030129,0.214468864,0.346958543,0.572784128,0.275687677,0.437794217,0.79597254,0.498720137,0.192948893,0.566044067,0.319503589,0.604352623,0.555369362,0.508288438,0.548032163,0.123993964,0.756388607,0.587461601365325,0.685108314948446,0.650775832167478,0.807583475563038,0.43083066764882,0.574737382186816,0.598035860874498,0.697213055309642,0.480419688480118,0.694894479144356,0.239602128143272,0.955436030204126,0.235237735194551,0.675087683743999,0.286056555218542,0.623199477696551,0.379089628819511,0.695948637879401,0.660485690746392,0.764841929592749,0.82703880646198,0.735887142362752,0.729618040832278,0.519265088018494,0.505429945530794,0.582833003958311,0.638048027470705,0.658203970057335,0.537628584283192,0.800423267649756,0.501882535306921,0.762596371321192,0.658119233033643,0.50793398439419,0.568080573049612,0.856606248077516,0.639269510371686,0.708338241940405,0.712056134988102,0.731489654643097,0.492395290104959,0.35285285481209,0.723056542541084,0.579861753408275,0.556036744245688,0.685053986382157
"cg08258650",0.077786597,0.075624653,0.063219699,0.140244855,0.584600839,0.059272419,0.055369255,0.058612783,0.102983681,0.103640095,0.267547207,0.068761582,0.056649959,0.083862549,0.077105698,0.080190219,0.42570034,0.061539191,0.066951567,0.192507507,0.070491737,0.304540133,0.404264665,0.109865351,0.099464981,0.08270712,0.120017191,0.072702079,0.090216878,0.614844165,0.058360022,0.469592177,0.05588322,0.126484517,0.255441379,0.493188011,0.09529148,0.06752099,0.099305647,0.087343467,0.140831668,0.278474661,0.127723312,0.124973448,0.183052201,0.209928805,0.138066357,0.063988996,0.771082054,0.090994079,0.078592268,0.290783637,0.338598966,0.107827644,0.646771503,0.143631582,0.205494769,0.065741774,0.160778659,0.064411619,0.172012341,0.433293449,0.132921638,0.081585586,0.076635657,0.087292566,0.0371754304996979,0.0275983104624131,0.0456638105938046,0.0669829897432974,0.025108074306773,0.0259597964129113,0.0390593564822085,0.0726356446061993,0.459537812525536,0.0472548329569673,0.0288880785964294,0.77690571645051,0.498004651073161,0.0487785678986991,0.035053555290338,0.0941511625120555,0.0236088796464234,0.0453494589239804,0.0393830184995482,0.200579881621012,0.192136032113169,0.135463278578444,0.0403150520085966,0.166642651887169,0.0253555907429563,0.045716038715428,0.0840877695281999,0.0803491422379507,0.039273464561952,0.0217617296933038,0.080215284290048,0.0349308884533276,0.167220181216874,0.0437002259754162,0.0313510219982533,0.074039422112157,0.0303608945955014,0.17087700868355,0.116905009180938,0.0316382758506492,0.0331611151061782,0.0607734150828415,0.170807188986265,0.0269263224711811,0.0656487384122342,0.0794966974750331
"cg08260891",0.145876137,0.208404752,0.128413128,0.202223123,0.1261789,0.097853107,0.121151745,0.153759345,0.441471431,0.228724431,0.190472459,0.197843219,0.417192902,0.102709094,0.257302003,0.230728457,0.211182724,0.231069437,0.041250642,0.405929058,0.246249947,0.161661307,0.219512195,0.228578961,0.557616243,0.109328667,0.528258255,0.41252073,0.226486982,0.786548654,0.110139382,0.072309759,0.348465817,0.22847038,0.237045307,0.09510522,0.14425622,0.181121667,0.066061658,0.352885425,0.266637763,0.241805023,0.085296749,0.227854952,0.326045986,0.126528291,0.352425876,0.1021093,0.809985935,0.136568425,0.118340164,0.190457719,0.45954046,0.760756076,0.680659809,0.531638724,0.094776862,0.096093937,0.106783437,0.119528978,0.149854543,0.587908773,0.093372885,0.250777763,0.102065178,0.079933504,0.556888783037448,0.324382908354107,0.692248831850169,0.355080141892694,0.172427627149831,0.312831653935872,0.432339723049032,0.357537222880339,0.156390287685854,0.561392317198523,0.149002568166635,0.752125120622116,0.114581394743844,0.510413303649805,0.109209545797551,0.141699588304918,0.377606697008699,0.589341435831202,0.446265785767573,0.340538583577668,0.284569779831276,0.285979663578405,0.151689667658063,0.202350632144696,0.449723393075508,0.163156834873724,0.195197555932519,0.431480184081835,0.63881304058115,0.538303559625228,0.340134703833742,0.335512744956439,0.131491394868101,0.54878586259044,0.0834414525176685,0.161210980970437,0.474545472139586,0.571137066090506,0.171771483277656,0.331640477259169,0.337148073461649,0.605822323800141,0.153396814579967,0.243587603823344,0.303322885701987,0.407230214116844
"cg08390209",0.17321923,0.787707911,0.220662524,0.38411052,0.420458585,0.192789516,0.224267137,0.503173817,0.394820184,0.718455786,0.638019457,0.404235487,0.439882504,0.831456809,0.50948835,0.603028361,0.798627364,0.364633517,0.892955837,0.634358417,0.492741307,0.418946325,0.453214422,0.443154122,0.259910687,0.818134479,0.381151346,0.224202254,0.441008223,0.861446243,0.921954078,0.834771524,0.375555126,0.441374017,0.584374092,0.666531044,0.544888428,0.490336283,0.66069596,0.366568249,0.493701441,0.316346873,0.629615197,0.230304338,0.487099475,0.477357901,0.647585806,0.67201897,0.782772622,0.248134536,0.863263785,0.696563147,0.741747315,0.310034228,0.817491668,0.794187006,0.548708134,0.797009282,0.683738796,0.32507064,0.652277617,0.200372208,0.530597864,0.680894925,0.291001764,0.425273266,0.38395314786996,0.742938369760522,0.373033192288869,0.719823376222619,0.395345792066491,0.17781594647272,0.348298036445872,0.845420002194459,0.661318166594433,0.29592216275113,0.142305677530496,0.917305473707257,0.587150596115185,0.484070010816256,0.893101067815245,0.803497017334491,0.719096346374681,0.609797945291348,0.426601431200346,0.706295018085878,0.776825949587352,0.731527283492521,0.216085950537201,0.269718815746301,0.153577872370145,0.601878650647621,0.552812760461152,0.210819014467968,0.805358915059033,0.205756776753389,0.14303149440194,0.737178266449228,0.498760902821345,0.228385216536739,0.815159514874965,0.535923533842667,0.346421791084592,0.392177535589063,0.374631327530016,0.224566347329285,0.284762509884518,0.174167422449617,0.580341682666539,0.164106347403321,0.356406409607652,0.514424791480525
"cg08404225",0.701973419,0.484479718,0.437356586,0.565569784,0.567267684,0.202358266,0.178811047,0.407283182,0.576663231,0.767902813,0.745870394,0.452786483,0.339520243,0.633019291,0.506925208,0.340534322,0.364954358,0.366124171,0.12143576,0.760164459,0.414060258,0.618293515,0.665886288,0.588399234,0.431535922,0.560057887,0.752664729,0.564073956,0.682594768,0.232788132,0.616446955,0.793764988,0.331893166,0.585625726,0.477138119,0.791655229,0.689680772,0.539015152,0.39334638,0.720593558,0.629680999,0.416184971,0.641472868,0.693129771,0.591780822,0.500324044,0.607312119,0.421148825,0.291454965,0.398425197,0.288150043,0.670140137,0.59306421,0.288445553,0.731798051,0.334464555,0.642352555,0.634199927,0.580584515,0.579845234,0.552933009,0.408983452,0.513648677,0.389838232,0.29273377,0.582623805,0.693743178776028,0.763045709653577,0.45019527886295,0.565632638075959,0.531027848458336,0.654421588327411,0.6647627122985,0.715333375201083,0.67444274690206,0.820118656771454,0.855170859873321,0.140690441836233,0.902062358656912,0.601062066514259,0.796525425568649,0.452790901887267,0.213891737753555,0.604964940394259,0.810074998336566,0.657514493011336,0.61517841165118,0.534832191936948,0.779467667746248,0.264946447822096,0.89154408831463,0.922360066363895,0.713266294509641,0.41942420752509,0.293332871665296,0.539053254129381,0.663122630683674,0.490824177625039,0.578437504768114,0.761381687873985,0.140627507795057,0.598451710467182,0.630697565247317,0.776913625904859,0.658398049255231,0.59535776935074,0.383939734378903,0.879395225698285,0.562719869841553,0.581779646171997,0.588583855048875,0.583058270606446
"cg08422599",0.058202689,0.070949329,0.098083549,0.157278982,0.058909638,0.051914384,0.062144273,0.071523645,0.106331545,0.100090065,0.098825394,0.210829608,0.104050358,0.066436119,0.127236795,0.107434515,0.071222329,0.101217937,0.042643808,0.063914827,0.276111647,0.10003942,0.072616475,0.152118926,0.085909009,0.085058871,0.116763548,0.084887995,0.134210314,0.052907447,0.029396045,0.033448177,0.01973001,0.100896101,0.060820671,0.044964697,0.071921677,0.044905246,0.03690832,0.05903797,0.072819953,0.069605568,0.037554256,0.078183696,0.093857954,0.241323244,0.700421941,0.091587953,0.052869272,0.047794562,0.038358987,0.07313127,0.066457266,0.065377329,0.025420561,0.103768002,0.056872038,0.065987913,0.048911595,0.0586952,0.059160726,0.037635706,0.053174298,0.061110607,0.029866412,0.038437303,0.163222624628552,0.120934466802859,0.029558967875292,0.0671677817238079,0.0565040947551009,0.131481385640324,0.191089828396237,0.0431246999498389,0.0512290455577769,0.162711789476173,0.0372847495333746,0.276222734159425,0.0396610114053548,0.208903895488926,0.0384708820980882,0.0569023074915053,0.0496770980766843,0.104680685511295,0.117702530267613,0.0867002377248436,0.0789925455650304,0.0826097046990604,0.0655909180450441,0.0501655814344591,0.0410140971488264,0.491183901245179,0.0829013947289371,0.106821976328108,0.0614860131717908,0.0583201424945214,0.079955656861331,0.0824405850108573,0.0409726683032944,0.129138398441654,0.0589456722937982,0.0565318351131309,0.207262982907287,0.433835025601735,0.0405708338672014,0.102764274027263,0.154908679982104,0.0422122836939086,0.113269886876214,0.0731423214490652,0.117838309358906,0.198911009515675
"cg08519905",0.605189391,0.251639974,0.172703037,0.283596056,0.124389939,0.060653414,0.114686072,0.178221506,0.443739532,0.156929785,0.46503652,0.226288988,0.124719303,0.106258442,0.539743517,0.224423929,0.120612451,0.245816793,0.062174189,0.148615265,0.142651387,0.200128105,0.463048556,0.201992174,0.244450688,0.255694489,0.436273014,0.241078865,0.249026619,0.814867763,0.055738536,0.097287341,0.360131255,0.277160897,0.437255414,0.124583611,0.120914127,0.166608361,0.125143954,0.245371874,0.274306071,0.535895218,0.136710618,0.328290665,0.394236203,0.353687897,0.711711712,0.15832118,0.701066993,0.102958426,0.096453105,0.177175408,0.240013657,0.602329005,0.492132752,0.206875632,0.132129278,0.093184755,0.118933458,0.108593109,0.134716182,0.243489799,0.092632292,0.558665685,0.052605622,0.122652313,0.547733618262402,0.202968500723156,0.733593314936607,0.327767315355833,0.0464961256910003,0.569086165982264,0.405045536083577,0.224574533887651,0.181604460718063,0.589892767143734,0.0514897034282822,0.867549503908503,0.0474007157964526,0.394855164231059,0.0887230691105703,0.209617379821096,0.093791484646448,0.780829038938606,0.250689502248296,0.302674776666546,0.344162583428252,0.262244742002087,0.23544832634446,0.0980174580640037,0.799491290746699,0.120624983443613,0.166702935248011,0.676396496441219,0.05840566489617,0.292105957693525,0.55270153710005,0.139557037870088,0.156390835747441,0.488363963863634,0.272539647502282,0.333953995521309,0.452152953214604,0.463827853094246,0.285713404958348,0.212013665010609,0.335492447860879,0.0569864774258007,0.236632231162079,0.342399768087197,0.555945210781273,0.379530874195011
"cg08536841",0.054923254,0.530250512,0.196707352,0.205067064,0.066102492,0.07061587,0.744581807,0.064298297,0.095172514,0.121364003,0.100807077,0.106939625,0.093544858,0.072596052,0.098922534,0.303656929,0.543794232,0.269278034,0.042262275,0.6,0.095636148,0.063279086,0.097866141,0.125937781,0.119490422,0.34175598,0.274658996,0.122694697,0.126813485,0.746235314,0.518004625,0.071688943,0.142903966,0.263634574,0.133528265,0.382267056,0.048695652,0.150781113,0.181243022,0.026146198,0.082442319,0.186170213,0.193087008,0.111414693,0.086995516,0.047064777,0.339051463,0.080937167,0.104860899,0.055749129,0.066631551,0.068250898,0.08619001,0.11118681,0.088371441,0.341655496,0.26974144,0.086631126,0.264311464,0.119843421,0.235146093,0.405574136,0.213668959,0.093329389,0.056601873,0.059676375,0.081579510893978,0.112645375750586,0.0811998235531199,0.304083672272781,0.377552369964196,0.180470330344863,0.111407178590801,0.0805403022579282,0.436256411117794,0.229999028873541,0.258565018611781,0.837807011163127,0.0795602950435037,0.268345251353796,0.217498458750744,0.0700943536169312,0.064704448973897,0.102558801224647,0.0882250872761167,0.56590909572996,0.57812644751059,0.545914376348436,0.474602273250996,0.321952386582317,0.0737776445521976,0.775441276097118,0.26446783616467,0.418002708755935,0.38542428764591,0.434970864917218,0.147302063217317,0.204798542639467,0.349526518931385,0.436817396427698,0.0491784526890922,0.308056768804178,0.0853221406539125,0.402148106288862,0.632584635615513,0.0535395049076198,0.0523709442243595,0.762722120102995,0.287463577818277,0.0517012549271785,0.142059761201289,0.0657338511921042
